Reno_DropTail_Time,Reno_DropTail_Value,Reno_RED_Time,Reno_RED_Value,SACK_DropTail_Time,SACK_DropTail_Value,SACK_RED_Time,SACK_RED_Value
0.030096,60.192,0.030096,60.192,0.030096,60.192,0.030096,60.192
0.091488,62.592,0.091488,62.592,0.091488,62.592,0.091488,62.592
0.091904,63.424,0.091904,63.424,0.091904,63.424,0.091904,63.424
0.15408,62.592,0.15408,62.592,0.15408,62.592,0.15408,62.592
0.154496,63.424,0.154496,63.424,0.154496,63.424,0.154496,63.424
0.155328,63.424,0.155328,63.424,0.155328,63.424,0.155328,63.424
0.155744,64.256,0.155744,64.256,0.155744,64.256,0.155744,64.256
0.216672,62.592,0.216672,62.592,0.216672,62.592,0.216672,62.592
0.217088,63.424,0.217088,63.424,0.217088,63.424,0.217088,63.424
0.21792,63.424,0.21792,63.424,0.21792,63.424,0.21792,63.424
0.218336,64.256,0.218336,64.256,0.218336,64.256,0.218336,64.256
0.219168,64.256,0.219168,64.256,0.219168,64.256,0.219168,64.256
0.219584,65.088,0.219584,65.088,0.219584,65.088,0.219584,65.088
0.220416,65.088,0.220416,65.088,0.220416,65.088,0.220416,65.088
0.220832,65.92,0.220832,65.92,0.220832,65.92,0.220832,65.92
0.279264,62.592,0.279264,62.592,0.279264,62.592,0.279264,62.592
0.27968,63.424,0.27968,63.424,0.27968,63.424,0.27968,63.424
0.280512,63.424,0.280512,63.424,0.280512,63.424,0.280512,63.424
0.280928,64.256,0.280928,64.256,0.280928,64.256,0.280928,64.256
0.28176,64.256,0.28176,64.256,0.28176,64.256,0.28176,64.256
0.282176,65.088,0.282176,65.088,0.282176,65.088,0.282176,65.088
0.283008,65.088,0.283008,65.088,0.283008,65.088,0.283008,65.088
0.283424,65.92,0.283424,65.92,0.283424,65.92,0.283424,65.92
0.284256,65.92,0.284256,65.92,0.284256,65.92,0.284256,65.92
0.284672,66.752,0.284672,66.752,0.284672,66.752,0.284672,66.752
0.285504,66.752,0.285504,66.752,0.285504,66.752,0.285504,66.752
0.28592,67.584,0.28592,67.584,0.28592,67.584,0.28592,67.584
0.286752,67.584,0.286752,67.584,0.286752,67.584,0.286752,67.584
0.287168,68.416,0.287168,68.416,0.287168,68.416,0.287168,68.416
0.288,68.416,0.345184,182.784,0.288,68.416,0.3452225,182.861
0.288416,69.248,0.408192,181.952,0.288416,69.248,0.3773505,120.269
0.341856,62.592,0.509024,381.952,0.341856,62.592,0.3844415,132.787
0.342272,63.424,0.541152,444.544,0.342272,63.424,0.3852735,132.787
0.343104,63.424,0.572864,506.304,0.343104,63.424,0.3861055,132.787
0.34352,64.256,0.574112,507.136,0.34352,64.256,0.3869375,132.787
0.344352,64.256,0.604992,567.232,0.344352,64.256,0.38776,132.768
0.344768,65.088,0.60624,568.064,0.344768,65.088,0.41032,176.224
0.3456,65.088,0.695552,517.952,0.3456,65.088,0.436624,125.242
0.346016,65.92,0.923232,64.256,0.346016,65.92,0.468781,62.592
0.346848,65.92,0.923648,65.088,0.346848,65.92,0.469197,63.424
0.347264,66.752,0.924064,65.92,0.347264,66.752,0.482131,62.592
0.348096,66.752,0.92448,66.752,0.348096,66.752,0.482547,63.424
0.348512,67.584,0.924896,67.584,0.348512,67.584,0.483379,63.424
0.349344,67.584,0.983328,184.448,0.349344,67.584,0.483795,64.256
0.34976,68.416,1.047584,69.248,0.34976,68.416,0.484627,64.256
0.350592,68.416,1.05424,62.592,0.350592,68.416,0.485043,65.088
0.351008,69.248,1.106848,62.592,0.351008,69.248,0.485875,65.088
0.35184,69.248,1.113504,62.592,0.35184,69.248,0.486291,65.92
0.352256,70.08,1.11392,63.424,0.352256,70.08,0.4871135,65.939
0.353088,70.08,1.116832,62.592,0.353088,70.08,0.4875295,66.771
0.353504,70.912,1.16944,62.592,0.353504,70.912,0.529728,62.592
0.354336,70.912,1.176096,62.592,0.354336,70.912,0.530144,63.424
0.354752,71.744,1.176928,62.592,0.354752,71.744,0.5309665,63.443
0.355584,71.744,1.177344,63.424,0.355584,71.744,0.5317985,63.443
0.356,72.576,1.179424,62.592,0.356,72.576,0.5326305,63.443
0.356832,72.576,1.232032,62.592,0.356832,72.576,0.544723,62.592
0.357248,73.408,1.238688,62.592,0.357248,73.408,0.545555,62.592
0.35808,73.408,1.23952,62.592,0.35808,73.408,0.546387,62.592
0.358496,74.24,1.240352,62.592,0.358496,74.24,0.547219,62.592
0.410272,176.128,1.240768,63.424,0.41032,176.224,0.548051,62.592
0.441984,237.888,1.242016,62.592,0.411152,176.224,0.548883,62.592
0.572864,377.792,1.294624,62.592,0.4545215,141.107,0.549299,63.424
0.604992,440.384,1.30128,62.592,0.4553535,141.107,0.550131,63.424
0.636704,502.144,1.302112,62.592,0.4561855,141.107,0.550963,63.424
0.637952,502.976,1.302944,62.592,0.4570175,141.107,0.551795,63.424
0.668832,563.072,1.303776,62.592,0.4578495,141.107,0.552627,63.424
0.67008,563.904,1.304608,62.592,0.4586815,141.107,0.59232,62.592
0.671328,564.736,1.305024,63.424,0.4595135,141.107,0.593152,62.592
0.701376,623.168,1.357216,62.592,0.4603455,141.107,0.593984,62.592
0.702624,624,1.363872,62.592,0.4611775,141.107,0.594816,62.592
0.703872,624.832,1.364704,62.592,0.4620095,141.107,0.595648,62.592
0.70512,625.664,1.365536,62.592,0.4628415,141.107,0.607315,62.592
0.73392,681.6,1.366368,62.592,0.477101,167.962,0.608147,62.592
0.735168,682.432,1.3672,62.592,0.477933,167.962,0.608979,62.592
0.736416,683.264,1.368032,62.592,0.478765,167.962,0.609811,62.592
0.737664,684.096,1.368448,63.424,0.491661,192.09,0.610643,62.592
0.738912,684.928,1.419808,62.592,0.492483,192.07,0.611475,62.592
0.821568,646.464,1.426464,62.592,0.5125565,153.549,0.612307,62.592
1.113504,64.256,1.427296,62.592,0.558035,64.256,0.613139,62.592
1.114336,64.256,1.428128,62.592,0.558867,64.256,0.613555,63.424
1.114752,65.088,1.42896,62.592,0.559283,65.088,0.614387,63.424
1.115168,65.92,1.429792,62.592,0.560115,65.088,0.615219,63.424
1.115584,66.752,1.430624,62.592,0.560531,65.92,0.616051,63.424
1.116,67.584,1.431456,62.592,0.561363,65.92,0.654912,62.592
1.116416,68.416,1.4824,62.592,0.561779,66.752,0.655744,62.592
1.116832,69.248,1.482816,63.424,0.562611,66.752,0.656576,62.592
1.117248,70.08,1.489056,62.592,0.563027,67.584,0.657408,62.592
1.117664,70.912,1.489888,62.592,0.563859,67.584,0.65824,62.592
1.11808,71.744,1.49072,62.592,0.564275,68.416,0.669907,62.592
1.118496,72.576,1.491552,62.592,0.565107,68.416,0.670739,62.592
1.151456,138.496,1.492384,62.592,0.565523,69.248,0.671571,62.592
1.182752,201.088,1.493216,62.592,0.566355,69.248,0.672403,62.592
1.377888,314.368,1.494048,62.592,0.566771,70.08,0.673235,62.592
1.566368,62.592,1.544992,62.592,0.567603,70.08,0.674067,62.592
1.566784,63.424,1.545824,62.592,0.568019,70.912,0.674899,62.592
1.62896,62.592,1.54624,63.424,0.568851,70.912,0.675731,62.592
1.629376,63.424,1.551648,62.592,0.569267,71.744,0.676563,62.592
1.630208,63.424,1.55248,62.592,0.592378,62.592,0.676979,63.424
1.630624,64.256,1.553312,62.592,0.592794,63.424,0.677811,63.424
1.691552,62.592,1.554144,62.592,0.593626,63.424,0.678643,63.424
1.692384,62.592,1.554976,62.592,0.594042,64.256,0.679475,63.424
1.693216,62.592,1.555808,62.592,0.594874,64.256,0.717504,62.592
1.694048,62.592,1.55664,62.592,0.59529,65.088,0.718336,62.592
1.754144,62.592,1.607584,62.592,0.619002,62.592,0.719168,62.592
1.75456,63.424,1.608416,62.592,0.619418,63.424,0.72,62.592
1.755392,63.424,1.609248,62.592,0.62024,63.444,0.720832,62.592
1.756224,63.424,1.61424,62.592,0.620656,64.276,0.732499,62.592
1.757056,63.424,1.614656,63.424,0.6214785,64.295,0.733331,62.592
1.816736,62.592,1.615488,63.424,0.6223105,64.295,0.734163,62.592
1.817568,62.592,1.61632,63.424,0.6231425,64.295,0.734995,62.592
1.817984,63.424,1.617152,63.424,0.6239745,64.295,0.735827,62.592
1.818816,63.424,1.617984,63.424,0.6248065,64.295,0.736659,62.592
1.819648,63.424,1.618816,63.424,0.6256385,64.295,0.737491,62.592
1.82048,63.424,1.619648,63.424,0.6264705,64.295,0.738323,62.592
1.879328,62.592,1.670176,62.592,0.6273025,64.295,0.739155,62.592
1.88016,62.592,1.671008,62.592,0.6281345,64.295,0.739987,62.592
1.880992,62.592,1.67184,62.592,0.6289665,64.295,0.740819,62.592
1.881824,62.592,1.676832,62.592,0.6297985,64.295,0.741235,63.424
1.88224,63.424,1.677664,62.592,0.6306305,64.295,0.742067,63.424
1.883072,63.424,1.67808,63.424,0.6314625,64.295,0.742899,63.424
1.883904,63.424,1.678912,63.424,0.6322945,64.295,0.780096,62.592
1.94192,62.592,1.679744,63.424,0.6331265,64.295,0.780928,62.592
1.942752,62.592,1.680576,63.424,0.6339585,64.295,0.78176,62.592
1.943584,62.592,1.681408,63.424,0.6347905,64.295,0.782592,62.592
1.944416,62.592,1.68224,63.424,0.6352065,65.127,0.783424,62.592
1.945248,62.592,1.683072,63.424,0.6360385,65.127,0.795091,62.592
1.945664,63.424,1.732768,62.592,0.6368705,65.127,0.795923,62.592
1.946496,63.424,1.7336,62.592,0.6377025,65.127,0.796755,62.592
1.947328,63.424,1.734432,62.592,0.65497,62.592,0.797587,62.592
2.004512,62.592,1.739424,62.592,0.655802,62.592,0.798419,62.592
2.005344,62.592,1.740256,62.592,0.656634,62.592,0.799251,62.592
2.006176,62.592,1.741088,62.592,0.657466,62.592,0.800083,62.592
2.007008,62.592,1.74192,62.592,0.658298,62.592,0.800915,62.592
2.00784,62.592,1.742336,63.424,0.65913,62.592,0.801747,62.592
2.008672,62.592,1.743168,63.424,0.681594,62.592,0.802579,62.592
2.009504,62.592,1.744,63.424,0.682426,62.592,0.803411,62.592
2.00992,63.424,1.744832,63.424,0.683258,62.592,0.804243,62.592
2.010752,63.424,1.745664,63.424,0.68409,62.592,0.804659,63.424
2.067184,62.752,1.746496,63.424,0.684922,62.592,0.805491,63.424
2.068016,62.752,1.79536,62.592,0.685754,62.592,0.806323,63.424
2.069248,63.552,1.796192,62.592,0.686586,62.592,0.842688,62.592
2.07008,63.552,1.797024,62.592,0.687418,62.592,0.84352,62.592
2.071312,64.352,1.802016,62.592,0.68825,62.592,0.844352,62.592
2.072544,65.152,1.802848,62.592,0.689082,62.592,0.845184,62.592
2.073376,65.152,1.80368,62.592,0.689914,62.592,0.846016,62.592
2.074608,65.952,1.804512,62.592,0.690746,62.592,0.857683,62.592
2.075024,66.784,1.805344,62.592,0.691578,62.592,0.858515,62.592
2.076256,67.584,1.80576,63.424,0.69241,62.592,0.859347,62.592
2.129856,62.592,1.806592,63.424,0.693242,62.592,0.860179,62.592
2.131088,63.392,1.807424,63.424,0.694074,62.592,0.861011,62.592
2.13272,63.392,1.808256,63.424,0.694906,62.592,0.861843,62.592
2.133552,63.392,1.809088,63.424,0.695738,62.592,0.862675,62.592
2.135184,63.392,1.80992,63.424,0.69657,62.592,0.863507,62.592
2.136816,63.392,1.857952,62.592,0.697402,62.592,0.864339,62.592
2.138048,64.192,1.858784,62.592,0.698234,62.592,0.865171,62.592
2.13968,64.192,1.859616,62.592,0.699066,62.592,0.866003,62.592
2.140512,64.192,1.864608,62.592,0.699482,63.424,0.866835,62.592
2.141328,65.824,1.86544,62.592,0.700314,63.424,0.867667,62.592
2.14256,65.024,1.866272,62.592,0.701146,63.424,0.868499,62.592
2.192448,62.592,1.867104,62.592,0.701978,63.424,0.868915,63.424
2.19408,62.592,1.867936,62.592,0.717562,62.592,0.869747,63.424
2.195712,62.592,1.868768,62.592,0.718394,62.592,0.90528,62.592
2.196944,63.392,1.869184,63.424,0.719226,62.592,0.906112,62.592
2.198576,63.392,1.870016,63.424,0.720058,62.592,0.906944,62.592
2.200208,63.392,1.870848,63.424,0.72089,62.592,0.907776,62.592
2.20184,63.392,1.87168,63.424,0.721722,62.592,0.908608,62.592
2.203472,63.392,1.872512,63.424,0.744186,62.592,0.920275,62.592
2.204304,63.392,1.873344,63.424,0.745018,62.592,0.921107,62.592
2.205936,63.392,1.920544,62.592,0.74585,62.592,0.921939,62.592
2.207168,64.192,1.921376,62.592,0.746682,62.592,0.922771,62.592
2.207584,65.024,1.922208,62.592,0.747514,62.592,0.923603,62.592
2.25504,62.592,1.9272,62.592,0.748346,62.592,0.924435,62.592
2.256672,62.592,1.928032,62.592,0.749178,62.592,0.925267,62.592
2.258304,62.592,1.928864,62.592,0.75001,62.592,0.926099,62.592
2.259936,62.592,1.929696,62.592,0.750842,62.592,0.926931,62.592
2.261568,62.592,1.930528,62.592,0.751674,62.592,0.927763,62.592
2.2632,62.592,1.93136,62.592,0.752506,62.592,0.928595,62.592
2.264832,62.592,1.932192,62.592,0.753338,62.592,0.929427,62.592
2.266864,63.392,1.933024,62.592,0.75417,62.592,0.930259,62.592
2.267696,63.392,1.93344,63.424,0.755002,62.592,0.931091,62.592
2.269328,63.392,1.934272,63.424,0.755834,62.592,0.931923,62.592
2.27096,63.392,1.935104,63.424,0.756666,62.592,0.932339,63.424
2.272192,64.192,1.935936,63.424,0.757498,62.592,0.933171,63.424
2.272608,65.024,1.936768,63.424,0.75833,62.592,0.967872,62.592
2.317632,62.592,1.983136,62.592,0.759162,62.592,0.968704,62.592
2.319664,63.392,1.983968,62.592,0.759994,62.592,0.969536,62.592
2.321296,63.392,1.9848,62.592,0.760826,62.592,0.970368,62.592
2.322928,63.392,1.989792,62.592,0.761658,62.592,0.9712,62.592
2.32456,63.392,1.990624,62.592,0.76249,62.592,0.982867,62.592
2.326192,63.392,1.991456,62.592,0.763322,62.592,0.983699,62.592
2.327824,63.392,1.992288,62.592,0.763738,63.424,0.984531,62.592
2.329856,62.592,1.99312,62.592,0.76457,63.424,0.985363,62.592
2.331088,63.392,1.993952,62.592,0.765402,63.424,0.986195,62.592
2.33272,63.392,1.994784,62.592,0.780154,62.592,0.987027,62.592
2.334352,63.392,1.995616,62.592,0.780986,62.592,0.987859,62.592
2.335984,63.392,1.996448,62.592,0.781818,62.592,0.988691,62.592
2.336816,63.392,1.996864,63.424,0.78265,62.592,0.989523,62.592
2.380544,63.232,1.997696,63.424,0.783482,62.592,0.990355,62.592
2.38096,64.064,1.998528,63.424,0.784314,62.592,0.991187,62.592
2.382992,63.264,1.99936,63.424,0.806778,62.592,0.992019,62.592
2.384624,63.264,2.000192,63.424,0.80761,62.592,0.992851,62.592
2.386256,63.264,2.046096,63.328,0.808442,62.592,0.993683,62.592
2.387888,63.264,2.046928,63.328,0.809274,62.592,0.994515,62.592
2.38952,63.264,2.04816,64.128,0.810106,62.592,0.995347,62.592
2.391152,63.264,2.052624,63.072,0.810938,62.592,0.996179,62.592
2.392784,63.264,2.053456,63.072,0.81177,62.592,0.996595,63.424
2.394416,63.264,2.054688,63.872,0.812602,62.592,1.030464,62.592
2.396048,63.264,2.05552,63.872,0.813434,62.592,1.031296,62.592
2.39768,63.264,2.056752,64.672,0.814266,62.592,1.032128,62.592
2.399312,63.264,2.057584,64.672,0.815098,62.592,1.03296,62.592
2.400544,64.064,2.058816,65.472,0.81593,62.592,1.033792,62.592
2.443456,62.592,2.059648,65.472,0.816762,62.592,1.045459,62.592
2.444688,63.392,2.06088,66.272,0.817594,62.592,1.046291,62.592
2.445104,64.224,2.061712,66.272,0.818426,62.592,1.047123,62.592
2.446736,64.224,2.062944,67.072,0.819258,62.592,1.047955,62.592
2.448368,64.224,2.06336,67.904,0.82009,62.592,1.048787,62.592
2.45,64.224,2.064592,68.704,0.820922,62.592,1.049619,62.592
2.451632,64.224,2.065424,68.704,0.821754,62.592,1.050451,62.592
2.453264,64.224,2.066656,69.504,0.822586,62.592,1.051283,62.592
2.454896,64.224,2.109056,62.592,0.823418,62.592,1.052115,62.592
2.456528,64.224,2.110288,63.392,0.82425,62.592,1.052947,62.592
2.45816,64.224,2.11192,63.392,0.825082,62.592,1.053779,62.592
2.459792,64.224,2.115456,62.592,0.825914,62.592,1.054611,62.592
2.461424,64.224,2.116688,63.392,0.826746,62.592,1.055443,62.592
2.463056,64.224,2.11832,63.392,0.827162,63.424,1.056275,62.592
2.464688,64.224,2.119152,63.392,0.827994,63.424,1.057107,62.592
2.506048,62.592,2.120784,63.392,0.828826,63.424,1.057939,62.592
2.50768,62.592,2.122016,64.192,0.842746,62.592,1.058771,62.592
2.508912,63.392,2.123648,64.192,0.843578,62.592,1.059603,62.592
2.510544,63.392,2.12448,64.192,0.84441,62.592,1.060019,63.424
2.51096,64.224,2.126112,64.192,0.845242,62.592,1.093056,62.592
2.512592,64.224,2.127344,64.992,0.846074,62.592,1.093888,62.592
2.514224,64.224,2.128976,64.992,0.846906,62.592,1.09472,62.592
2.515856,64.224,2.129808,64.992,0.86937,62.592,1.095552,62.592
2.517488,64.224,2.130624,66.624,0.870202,62.592,1.096384,62.592
2.51912,64.224,2.131856,65.824,0.871034,62.592,1.108051,62.592
2.520752,64.224,2.133088,66.624,0.871866,62.592,1.108883,62.592
2.522384,64.224,2.13472,66.624,0.872698,62.592,1.109715,62.592
2.524016,64.224,2.171648,62.592,0.87353,62.592,1.110547,62.592
2.525648,64.224,2.17328,62.592,0.874362,62.592,1.111379,62.592
2.52728,64.224,2.174912,62.592,0.875194,62.592,1.112211,62.592
2.528912,64.224,2.178048,62.592,0.876026,62.592,1.113043,62.592
2.56864,62.592,2.17968,62.592,0.876858,62.592,1.113875,62.592
2.570272,62.592,2.181312,62.592,0.87769,62.592,1.114707,62.592
2.571904,62.592,2.182544,63.392,0.878522,62.592,1.115539,62.592
2.573536,62.592,2.184176,63.392,0.879354,62.592,1.116371,62.592
2.574768,63.392,2.185808,63.392,0.880186,62.592,1.117203,62.592
2.575184,64.224,2.18744,63.392,0.881018,62.592,1.118035,62.592
2.576816,64.224,2.188272,63.392,0.88185,62.592,1.118867,62.592
2.578448,64.224,2.189904,63.392,0.882682,62.592,1.119699,62.592
2.58008,64.224,2.191536,63.392,0.883514,62.592,1.120531,62.592
2.581712,64.224,2.193168,63.392,0.884346,62.592,1.121363,62.592
2.583344,64.224,2.1944,64.192,0.885178,62.592,1.122195,62.592
2.584976,64.224,2.196032,64.192,0.88601,62.592,1.123027,62.592
2.586608,64.224,2.197264,64.992,0.886842,62.592,1.155648,62.592
2.58824,64.224,2.19768,65.824,0.887674,62.592,1.156064,63.424
2.589872,64.224,2.199312,65.824,0.888506,62.592,1.156896,63.424
2.591504,64.224,2.200944,65.824,0.889338,62.592,1.157728,63.424
2.593136,64.224,2.23424,62.592,0.89017,62.592,1.15856,63.424
2.631232,62.592,2.235872,62.592,0.891002,62.592,1.159392,63.424
2.633264,63.392,2.237504,62.592,0.891418,63.424,1.170643,62.592
2.634896,63.392,2.24064,62.592,0.89225,63.424,1.171475,62.592
2.636528,63.392,2.242272,62.592,0.905338,62.592,1.172307,62.592
2.63816,63.392,2.243904,62.592,0.90617,62.592,1.173139,62.592
2.638992,63.392,2.245536,62.592,0.907002,62.592,1.173971,62.592
2.640624,63.392,2.247168,62.592,0.907834,62.592,1.174803,62.592
2.64144,65.024,2.2488,62.592,0.908666,62.592,1.175635,62.592
2.642672,64.224,2.250432,62.592,0.909498,62.592,1.176467,62.592
2.644304,64.224,2.251664,63.392,0.931962,62.592,1.177299,62.592
2.645936,64.224,2.253296,63.392,0.932794,62.592,1.178131,62.592
2.647568,64.224,2.254928,63.392,0.933626,62.592,1.178963,62.592
2.6492,64.224,2.25656,63.392,0.934458,62.592,1.179795,62.592
2.650832,64.224,2.258192,63.392,0.93529,62.592,1.180627,62.592
2.652464,64.224,2.259824,63.392,0.936122,62.592,1.181459,62.592
2.654096,64.224,2.261456,63.392,0.936954,62.592,1.182291,62.592
2.655728,64.224,2.262688,64.192,0.937786,62.592,1.183123,62.592
2.65736,64.224,2.263104,65.024,0.938618,62.592,1.183955,62.592
2.694144,63.232,2.264736,65.024,0.93945,62.592,1.184787,62.592
2.696256,62.592,2.266368,65.024,0.940282,62.592,1.185619,62.592
2.697888,62.592,2.296832,62.592,0.941114,62.592,1.21824,62.592
2.69952,62.592,2.298864,63.392,0.941946,62.592,1.219072,62.592
2.701152,62.592,2.300496,63.392,0.942778,62.592,1.219488,63.424
2.702384,63.392,2.303232,62.592,0.94361,62.592,1.22032,63.424
2.704016,63.392,2.305264,63.392,0.944442,62.592,1.221152,63.424
2.705648,63.392,2.306896,63.392,0.945274,62.592,1.221984,63.424
2.706064,64.224,2.308528,63.392,0.946106,62.592,1.222816,63.424
2.707296,65.024,2.31016,63.392,0.946938,62.592,1.233235,62.592
2.708528,64.224,2.311792,63.392,0.94777,62.592,1.234067,62.592
2.71016,64.224,2.313424,63.392,0.948602,62.592,1.234899,62.592
2.711792,64.224,2.315056,63.392,0.949434,62.592,1.235731,62.592
2.713424,64.224,2.316688,63.392,0.950266,62.592,1.236563,62.592
2.715056,64.224,2.31832,63.392,0.951098,62.592,1.237395,62.592
2.716688,64.224,2.319952,63.392,0.95193,62.592,1.238227,62.592
2.71832,64.224,2.321584,63.392,0.952762,62.592,1.239059,62.592
2.719952,64.224,2.323216,63.392,0.953594,62.592,1.239891,62.592
2.721584,64.224,2.324848,63.392,0.954426,62.592,1.240723,62.592
2.757056,62.592,2.32648,63.392,0.954842,63.424,1.241555,62.592
2.758848,62.592,2.327312,63.392,0.955674,63.424,1.242387,62.592
2.76048,62.592,2.328944,63.392,0.96793,62.592,1.243219,62.592
2.762112,62.592,2.32976,65.024,0.968762,62.592,1.244051,62.592
2.763744,62.592,2.330992,64.224,0.969594,62.592,1.244883,62.592
2.765376,62.592,2.359744,63.232,0.970426,62.592,1.245715,62.592
2.767008,62.592,2.361856,62.592,0.971258,62.592,1.246547,62.592
2.76864,62.592,2.363488,62.592,0.97209,62.592,1.247379,62.592
2.769872,63.392,2.366144,63.232,0.994554,62.592,1.248211,62.592
2.771504,63.392,2.368256,62.592,0.995386,62.592,1.280832,62.592
2.77192,64.224,2.369888,62.592,0.996218,62.592,1.281664,62.592
2.773152,65.024,2.37152,62.592,0.99705,62.592,1.282496,62.592
2.774384,64.224,2.373152,62.592,0.997882,62.592,1.283328,62.592
2.776016,64.224,2.374784,62.592,0.998714,62.592,1.283744,63.424
2.777648,64.224,2.376416,62.592,0.999546,62.592,1.284576,63.424
2.77968,65.024,2.378048,62.592,1.000378,62.592,1.285408,63.424
2.781312,65.024,2.37968,62.592,1.00121,62.592,1.28624,63.424
2.782944,65.024,2.381312,62.592,1.002042,62.592,1.295827,62.592
2.784576,65.024,2.382944,62.592,1.002874,62.592,1.296659,62.592
2.786208,65.024,2.384576,62.592,1.003706,62.592,1.297491,62.592
2.819648,62.592,2.386208,62.592,1.004538,62.592,1.298323,62.592
2.82144,62.592,2.38784,62.592,1.00537,62.592,1.299155,62.592
2.823072,62.592,2.389472,62.592,1.006202,62.592,1.299987,62.592
2.824704,62.592,2.390704,63.392,1.007034,62.592,1.300819,62.592
2.826336,62.592,2.392336,63.392,1.007866,62.592,1.301651,62.592
2.827968,62.592,2.393968,63.392,1.008698,62.592,1.302483,62.592
2.8296,62.592,2.394384,64.224,1.00953,62.592,1.303315,62.592
2.831232,62.592,2.395616,65.024,1.010362,62.592,1.304147,62.592
2.833264,63.392,2.422656,62.592,1.011194,62.592,1.304979,62.592
2.834896,63.392,2.424448,62.592,1.012026,62.592,1.305811,62.592
2.835728,63.392,2.42608,62.592,1.012858,62.592,1.306643,62.592
2.836544,65.024,2.429056,62.592,1.01369,62.592,1.307475,62.592
2.837776,64.224,2.430848,62.592,1.014522,62.592,1.308307,62.592
2.839008,65.024,2.43248,62.592,1.015354,62.592,1.309139,62.592
2.84064,65.024,2.434112,62.592,1.016186,62.592,1.309971,62.592
2.842272,65.024,2.435744,62.592,1.017018,62.592,1.310803,62.592
2.844304,64.224,2.437376,62.592,1.01785,62.592,1.343424,62.592
2.845936,64.224,2.439008,62.592,1.018682,62.592,1.344256,62.592
2.847568,64.224,2.44064,62.592,1.019098,63.424,1.345088,62.592
2.8492,64.224,2.442272,62.592,1.030522,62.592,1.34592,62.592
2.850832,64.224,2.443904,62.592,1.031354,62.592,1.346752,62.592
2.88224,62.592,2.445536,62.592,1.032186,62.592,1.347168,63.424
2.884032,62.592,2.447168,62.592,1.033018,62.592,1.348,63.424
2.886064,63.392,2.4488,62.592,1.03385,62.592,1.348832,63.424
2.887696,63.392,2.450432,62.592,1.034682,62.592,1.349664,63.424
2.889328,63.392,2.452464,63.392,1.057146,62.592,1.358419,62.592
2.89096,63.392,2.454096,63.392,1.057978,62.592,1.359251,62.592
2.892592,63.392,2.455728,63.392,1.05881,62.592,1.360083,62.592
2.894224,63.392,2.45736,63.392,1.059642,62.592,1.360915,62.592
2.896256,62.592,2.458192,63.392,1.060474,62.592,1.361747,62.592
2.897888,62.592,2.459824,63.392,1.061306,62.592,1.362579,62.592
2.89912,63.392,2.46064,65.024,1.062138,62.592,1.363411,62.592
2.900752,63.392,2.485248,62.592,1.06297,62.592,1.364243,62.592
2.901584,63.392,2.48704,62.592,1.063802,62.592,1.365075,62.592
2.9024,65.024,2.488672,62.592,1.064634,62.592,1.365907,62.592
2.903632,64.224,2.491648,62.592,1.065466,62.592,1.366739,62.592
2.905264,64.224,2.49344,62.592,1.066298,62.592,1.367571,62.592
2.906896,64.224,2.495072,62.592,1.06713,62.592,1.368403,62.592
2.908528,64.224,2.496704,62.592,1.067962,62.592,1.369235,62.592
2.91016,64.224,2.498336,62.592,1.068794,62.592,1.370067,62.592
2.911792,64.224,2.499968,62.592,1.069626,62.592,1.370899,62.592
2.913424,64.224,2.5016,62.592,1.070458,62.592,1.371731,62.592
2.915056,64.224,2.503232,62.592,1.07129,62.592,1.372563,62.592
2.944832,62.592,2.505264,63.392,1.072122,62.592,1.373395,62.592
2.946944,63.232,2.506896,63.392,1.072954,62.592,1.406016,62.592
2.949056,62.592,2.508528,63.392,1.073786,62.592,1.406848,62.592
2.950688,62.592,2.51016,63.392,1.074618,62.592,1.40768,62.592
2.95232,62.592,2.511792,63.392,1.07545,62.592,1.408512,62.592
2.953952,62.592,2.513424,63.392,1.076282,62.592,1.409344,62.592
2.955584,62.592,2.515456,62.592,1.077114,62.592,1.410176,62.592
2.957216,62.592,2.517088,62.592,1.077946,62.592,1.411008,62.592
2.958848,62.592,2.51872,62.592,1.078778,62.592,1.411424,63.424
2.96048,62.592,2.520352,62.592,1.07961,62.592,1.412256,63.424
2.962112,62.592,2.521584,63.392,1.080442,62.592,1.413088,63.424
2.963744,62.592,2.523216,63.392,1.081274,62.592,1.421011,62.592
2.964976,63.392,2.524848,63.392,1.082106,62.592,1.421843,62.592
2.966608,63.392,2.525264,64.224,1.082522,63.424,1.422675,62.592
2.967024,64.224,2.54784,62.592,1.093114,62.592,1.423507,62.592
2.968256,65.024,2.549632,62.592,1.093946,62.592,1.424339,62.592
2.969488,64.224,2.551664,63.392,1.094778,62.592,1.425171,62.592
2.97112,64.224,2.55424,62.592,1.09561,62.592,1.426003,62.592
2.972752,64.224,2.556032,62.592,1.096442,62.592,1.426835,62.592
2.974384,64.224,2.558064,63.392,1.097274,62.592,1.427667,62.592
2.976016,64.224,2.559696,63.392,1.119738,62.592,1.428499,62.592
2.977648,64.224,2.561328,63.392,1.12057,62.592,1.429331,62.592
2.97968,65.024,2.56296,63.392,1.121402,62.592,1.430163,62.592
3.007744,63.232,2.564592,63.392,1.122234,62.592,1.430995,62.592
3.009856,62.592,2.566224,63.392,1.123066,62.592,1.431827,62.592
3.011648,62.592,2.568256,62.592,1.123898,62.592,1.432659,62.592
